Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %,Comments
2012,G,WELD,4135062319,1017,485,1502,877,58.39,
2012,G,WELD,4135062321,946,609,1555,785,50.48,
2012,G,WELD,4135062322,1191,519,1710,1011,59.12,
2012,G,WELD,4135062323,1153,435,1588,998,62.85,
2012,G,WELD,4135062324,2007,862,2869,1733,60.4,
2012,G,WELD,4135062325,1040,509,1549,873,56.36,
2012,G,WELD,4135062330,1354,540,1894,1238,65.36,
2012,G,WELD,4136362202,354,74,428,323,75.47,
2012,G,WELD,4136362300,987,346,1333,909,68.19,
2012,G,WELD,4136362301,1112,371,1483,962,64.87,
2012,G,WELD,4136362302,1085,447,1532,946,61.75,
2012,G,WELD,4136362303,745,203,948,663,69.94,
2012,G,WELD,4136362304,1007,282,1289,918,71.22,
2012,G,WELD,4136362313,502,116,618,461,74.6,
2012,G,WELD,4234862117,906,133,1039,851,81.91,
2012,G,WELD,4234862131,718,131,849,687,80.92,
2012,G,WELD,4234862138,1351,283,1634,1267,77.54,
2012,G,WELD,4234862230,1377,301,1678,1283,76.46,
2012,G,WELD,4234862232,1203,360,1563,1113,71.21,
2012,G,WELD,4234862244,1735,399,2134,1561,73.15,
2012,G,WELD,4234862245,1210,205,1415,1133,80.07,
2012,G,WELD,4234962115,1777,293,2070,1650,79.71,
2012,G,WELD,4234962116,887,239,1126,834,74.07,
2012,G,WELD,4234962121,1641,300,1941,1549,79.8,
2012,G,WELD,4234962122,1290,369,1659,1182,71.25,
2012,G,WELD,4234962123,1186,348,1534,1107,72.16,
2012,G,WELD,4234962129,124,21,145,124,85.52,
2012,G,WELD,4234962130,1768,345,2113,1684,79.7,
2012,G,WELD,4234962143,738,124,862,696,80.74,
2012,G,WELD,4234962229,930,169,1099,878,79.89,
2012,G,WELD,4234962231,305,39,344,279,81.1,
2012,G,WELD,4236362200,1904,358,2262,1767,78.12,
2012,G,WELD,4236362203,1652,565,2217,1518,68.47,
2012,G,WELD,4236362204,1277,262,1539,1202,78.1,
2012,G,WELD,4236362205,1351,502,1853,1213,65.46,
2012,G,WELD,4236362207,1758,389,2147,1646,76.67,
2012,G,WELD,4236362208,823,148,971,796,81.98,
2012,G,WELD,4236362237,1878,401,2279,1732,76,
2012,G,WELD,4236362239,1454,385,1839,1385,75.31,
2012,G,WELD,4236362240,2376,485,2861,2212,77.32,
2012,G,WELD,4236362242,1213,402,1615,1144,70.84,
2012,G,WELD,4236362305,1545,439,1984,1380,69.56,
2012,G,WELD,4236362306,958,273,1231,898,72.95,
2012,G,WELD,4236362307,1445,219,1664,1329,79.87,
2012,G,WELD,4236362315,0,7,7,0,0,
2012,G,WELD,4236362328,1805,406,2211,1706,77.16,
2012,G,WELD,4236362334,1873,354,2227,1755,78.81,
2012,G,WELD,4236362335,1085,179,1264,1030,81.49,
2012,G,WELD,4236362337,1583,413,1996,1441,72.19,
2012,G,YUMA,4016563001,368,153,521,354,67.95,
2012,G,YUMA,4016563002,387,148,535,369,68.97,
2012,G,YUMA,4016563003,182,81,263,168,63.88,
2012,G,YUMA,4016563004,653,183,836,617,73.8,
2012,G,YUMA,4016563005,169,43,212,158,74.53,
2012,G,YUMA,4016563006,514,127,641,487,75.98,
2012,G,YUMA,4016563007,119,43,162,118,72.84,
2012,G,YUMA,4016563008,172,40,212,169,79.72,
2012,G,YUMA,4016563009,292,48,340,268,78.82,
2012,G,YUMA,4016563010,301,58,359,287,79.94,
2012,G,YUMA,4016563011,434,134,568,379,66.73,
2012,G,YUMA,4016563012,446,148,594,424,71.38,
2012,G,YUMA,4016563013,437,144,581,416,71.6,
2012,G,YUMA,4016563014,404,148,552,364,65.94,
