Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
2016,G,ADAMS,4253001245,379,22,401,339,84.54
2016,G,ADAMS,4255601241,43,10,53,31,58.49
2016,G,ADAMS,4255601246,1123,160,1283,948,73.89
2016,G,ADAMS,4255601247,938,60,998,840,84.17
2016,G,ADAMS,4255601248,1935,174,2109,1703,80.75
2016,G,ADAMS,4255601249,361,36,397,313,78.84
2016,G,ADAMS,6243101150,1546,102,1648,1320,80.1
2016,G,ADAMS,6243101151,1444,116,1560,1239,79.42
2016,G,ADAMS,6243101159,1232,77,1309,1086,82.96
2016,G,ADAMS,6243401075,1759,83,1842,1587,86.16
2016,G,ADAMS,6243401076,1191,107,1298,1069,82.36
2016,G,ADAMS,6243401077,725,77,802,635,79.18
2016,G,ADAMS,6245601071,821,65,886,726,81.94
2016,G,ADAMS,6245601072,267,10,277,228,82.31
2016,G,ADAMS,6245601073,1132,73,1205,1034,85.81
2016,G,ADAMS,6245601074,1081,71,1152,954,82.81
2016,G,ADAMS,6245601160,353,20,373,314,84.18
2016,G,ADAMS,6253001152,1088,106,1194,945,79.15
2016,G,ADAMS,6253001153,775,92,867,655,75.55
2016,G,ADAMS,6253001154,55,1,56,44,78.57
2016,G,ADAMS,6253001155,364,34,398,312,78.39
2016,G,ADAMS,6253001156,316,18,334,282,84.43
2016,G,ADAMS,6253001157,896,87,983,777,79.04
2016,G,ADAMS,6253001226,218,9,227,186,81.94
2016,G,ADAMS,6253001229,1870,631,2501,1159,46.34
2016,G,ADAMS,6253001230,1465,255,1720,1020,59.3
2016,G,ADAMS,6253001231,1442,279,1721,1004,58.34
2016,G,ADAMS,6253001232,1839,412,2251,1270,56.42
2016,G,ADAMS,6253001233,1363,165,1528,1044,68.32
2016,G,ADAMS,6253001234,1169,141,1310,839,64.05
2016,G,ADAMS,6253001235,796,175,971,535,55.1
2016,G,ADAMS,6253001236,1227,175,1402,934,66.62
2016,G,ADAMS,6253001237,1054,197,1251,741,59.23
2016,G,ADAMS,6253001238,1186,139,1325,915,69.06
2016,G,ADAMS,6253001239,1029,130,1159,832,71.79
2016,G,ADAMS,6253001240,1466,218,1684,1179,70.01
2016,G,ADAMS,6253001242,440,44,484,374,77.27
2016,G,ADAMS,6253001243,848,47,895,748,83.58
2016,G,ADAMS,6253101158,844,93,937,725,77.37
2016,G,ADAMS,6255601161,141,8,149,123,82.55
2016,G,ADAMS,6255601162,909,56,965,844,87.46
2016,G,ADAMS,6255601163,378,17,395,342,86.58
2016,G,ADAMS,6255601164,432,29,461,392,85.03
2016,G,ADAMS,6255601165,1091,38,1129,1052,93.18
2016,G,ADAMS,6255601166,478,23,501,419,83.63
2016,G,ADAMS,6255601167,564,31,595,507,85.21
2016,G,ADAMS,6255601168,306,12,318,279,87.74
2016,G,ADAMS,6255601169,500,19,519,432,83.24
2016,G,ADAMS,6255601170,1363,186,1549,1057,68.24
2016,G,ADAMS,6255601171,1400,107,1507,1151,76.38
2016,G,ADAMS,6255601172,261,52,313,210,67.09
2016,G,ADAMS,6255601173,96,6,102,85,83.33
2016,G,ADAMS,6255601174,427,20,447,374,83.67
2016,G,ADAMS,6255601175,1202,138,1340,1042,77.76
2016,G,ADAMS,6255601176,492,46,538,428,79.55
2016,G,ADAMS,6255601177,0,0,0,0,0
2016,G,ADAMS,6255601178,1,0,1,0,0
2016,G,ADAMS,6255601179,0,0,0,0,0
2016,G,ADAMS,6255601180,889,64,953,780,81.85
2016,G,ADAMS,6255601181,1310,170,1480,1100,74.32
2016,G,ADAMS,6255601182,639,72,711,542,76.23
2016,G,ADAMS,6255601183,242,26,268,213,79.48
2016,G,ADAMS,6255601184,286,25,311,259,83.28
2016,G,ADAMS,6255601185,538,49,587,480,81.77
2016,G,ADAMS,6255601186,1257,107,1364,1041,76.32
2016,G,ADAMS,6255601187,1137,157,1294,936,72.33
2016,G,ADAMS,6255601188,770,67,837,686,81.96
2016,G,ADAMS,6255601189,802,51,853,721,84.53
2016,G,ADAMS,6255601190,1239,99,1338,1047,78.25
2016,G,ADAMS,6255601191,1451,151,1602,1173,73.22
2016,G,ADAMS,6255601192,935,124,1059,748,70.63
2016,G,ADAMS,6255601193,1208,180,1388,962,69.31
2016,G,ADAMS,6255601194,424,31,455,359,78.9
2016,G,ADAMS,6255601195,367,29,396,334,84.34
2016,G,ADAMS,6255601196,123,35,158,87,55.06
2016,G,ADAMS,6255601197,58,17,75,50,66.67
2016,G,ADAMS,6255601198,671,31,702,585,83.33
2016,G,ADAMS,6255601227,348,15,363,310,85.4
2016,G,ADAMS,6255601228,907,54,961,805,83.77
2016,G,ADAMS,6255601244,739,48,787,655,83.23
2016,G,ADAMS,7213001130,272,34,306,225,73.53
2016,G,ADAMS,7213001140,599,43,642,469,73.05
2016,G,ADAMS,7213001141,840,133,973,681,69.99
2016,G,ADAMS,7213001199,696,81,777,605,77.86
2016,G,ADAMS,7213001200,128,5,133,118,88.72
2016,G,ADAMS,7213001201,262,23,285,232,81.4
2016,G,ADAMS,7213001202,405,35,440,353,80.23
2016,G,ADAMS,7213001203,336,20,356,300,84.27
2016,G,ADAMS,7213001204,718,82,800,614,76.75
2016,G,ADAMS,7213001205,1295,111,1406,1086,77.24
2016,G,ADAMS,7213001206,1304,103,1407,1072,76.19
2016,G,ADAMS,7213001207,677,86,763,587,76.93
2016,G,ADAMS,7213001210,1265,82,1347,1054,78.25
2016,G,ADAMS,7213001211,437,49,486,376,77.37
2016,G,ADAMS,7213001212,308,18,326,278,85.28
2016,G,ADAMS,7213001213,360,12,372,323,86.83
2016,G,ADAMS,7213001214,1022,114,1136,908,79.93
2016,G,ADAMS,7213001215,1254,185,1439,1081,75.12
2016,G,ADAMS,7213001225,220,20,240,193,80.42
2016,G,ADAMS,7213101117,1680,140,1820,1297,71.26
2016,G,ADAMS,7213101118,992,130,1122,752,67.02
2016,G,ADAMS,7213201001,1469,276,1745,1068,61.2
2016,G,ADAMS,7213201002,1506,185,1691,1184,70.02
2016,G,ADAMS,7213201003,1138,46,1184,1008,85.14
2016,G,ADAMS,7213201004,889,115,1004,670,66.73
2016,G,ADAMS,7213201005,1586,144,1730,1262,72.95
2016,G,ADAMS,7213201006,1071,159,1230,754,61.3
2016,G,ADAMS,7213201007,1288,109,1397,1027,73.51
2016,G,ADAMS,7213201008,1016,78,1094,817,74.68
2016,G,ADAMS,7213201009,900,95,995,768,77.19
2016,G,ADAMS,7213201021,1446,228,1674,1084,64.76
2016,G,ADAMS,7213201022,1442,120,1562,1109,71
2016,G,ADAMS,7213201023,1043,126,1169,814,69.63
2016,G,ADAMS,7213201119,1294,219,1513,1002,66.23
2016,G,ADAMS,7213201120,1218,148,1366,941,68.89
2016,G,ADAMS,7213201121,1129,152,1281,849,66.28
2016,G,ADAMS,7213201122,754,77,831,569,68.47
2016,G,ADAMS,7213201123,1473,201,1674,1018,60.81
2016,G,ADAMS,7213201124,1488,174,1662,1071,64.44
2016,G,ADAMS,7213201125,1819,277,2096,1304,62.21
2016,G,ADAMS,7213201126,1632,170,1802,1177,65.32
2016,G,ADAMS,7213201127,1782,218,2000,1299,64.95
2016,G,ADAMS,7213201128,1658,180,1838,1121,60.99
2016,G,ADAMS,7213201129,1451,169,1620,1037,64.01
2016,G,ADAMS,7213201208,551,50,601,460,76.54
2016,G,ADAMS,7213201209,761,71,832,629,75.6
2016,G,ADAMS,7213201216,1575,217,1792,1300,72.54
2016,G,ADAMS,7213201217,832,111,943,698,74.02
2016,G,ADAMS,7213201218,769,71,840,677,80.6
2016,G,ADAMS,7213201219,298,34,332,256,77.11
2016,G,ADAMS,7213201220,0,0,0,0,0
2016,G,ADAMS,7213201221,490,53,543,422,77.72
2016,G,ADAMS,7213201222,0,0,0,0,0
2016,G,ADAMS,7213201223,0,0,0,0,0
2016,G,ADAMS,7213201224,40,4,44,32,72.73
2016,G,ADAMS,7213401027,761,249,1010,541,53.56
2016,G,ADAMS,7213401030,1060,172,1232,761,61.77
2016,G,ADAMS,7213401035,1131,194,1325,784,59.17
2016,G,ADAMS,7213401036,769,79,848,679,80.07
2016,G,ADAMS,7213401042,1051,214,1265,829,65.53
2016,G,ADAMS,7213501010,1410,260,1670,1102,65.99
2016,G,ADAMS,7213501011,1569,204,1773,1219,68.75
2016,G,ADAMS,7213501012,1188,124,1312,972,74.09
2016,G,ADAMS,7213501013,1645,243,1888,1291,68.38
2016,G,ADAMS,7213501014,1126,120,1246,906,72.71
2016,G,ADAMS,7213501015,1389,375,1764,1021,57.88
2016,G,ADAMS,7213501016,1118,108,1226,932,76.02
2016,G,ADAMS,7213501017,985,101,1086,815,75.05
2016,G,ADAMS,7213501018,1054,157,1211,836,69.03
2016,G,ADAMS,7213501019,763,83,846,621,73.4
2016,G,ADAMS,7213501020,1145,202,1347,859,63.77
2016,G,ADAMS,7213501024,1315,130,1445,1055,73.01
2016,G,ADAMS,7213501025,1311,128,1439,1008,70.05
2016,G,ADAMS,7213501026,1622,274,1896,1246,65.72
2016,G,ADAMS,7243101078,562,63,625,476,76.16
2016,G,ADAMS,7243101079,850,46,896,768,85.71
2016,G,ADAMS,7243101085,1221,84,1305,1046,80.15
2016,G,ADAMS,7243101086,1090,65,1155,957,82.86
2016,G,ADAMS,7243101088,1183,96,1279,1060,82.88
2016,G,ADAMS,7243101089,1299,279,1578,1067,67.62
2016,G,ADAMS,7243101093,1499,201,1700,1219,71.71
2016,G,ADAMS,7243101094,1298,101,1399,1049,74.98
2016,G,ADAMS,7243101097,1158,75,1233,961,77.94
2016,G,ADAMS,7243101105,194,63,257,132,51.36
2016,G,ADAMS,7243101134,1478,189,1667,1188,71.27
2016,G,ADAMS,7243101135,1524,147,1671,1238,74.09
2016,G,ADAMS,7243101136,1090,93,1183,916,77.43
2016,G,ADAMS,7243101137,1521,121,1642,1309,79.72
2016,G,ADAMS,7243101145,1465,101,1566,1218,77.78
2016,G,ADAMS,7243101146,1146,196,1342,904,67.36
2016,G,ADAMS,7243101147,1654,161,1815,1390,76.58
2016,G,ADAMS,7243101149,1203,96,1299,1050,80.83
2016,G,ADAMS,7243401037,948,149,1097,652,59.43
2016,G,ADAMS,7243401038,1485,180,1665,1147,68.89
2016,G,ADAMS,7243401039,1065,77,1142,893,78.2
2016,G,ADAMS,7243401040,1146,116,1262,971,76.94
2016,G,ADAMS,7243401041,1079,147,1226,855,69.74
2016,G,ADAMS,7243401051,1478,142,1620,1225,75.62
2016,G,ADAMS,7243401052,1733,380,2113,1371,64.88
2016,G,ADAMS,7243401053,1224,65,1289,1054,81.77
2016,G,ADAMS,7243401080,1062,73,1135,939,82.73
2016,G,ADAMS,7243401081,1045,77,1122,895,79.77
2016,G,ADAMS,7243401082,977,72,1049,869,82.84
2016,G,ADAMS,7243401083,1230,179,1409,1043,74.02
2016,G,ADAMS,7243401084,716,61,777,628,80.82
2016,G,ADAMS,7243401087,1241,375,1616,1010,62.5
2016,G,ADAMS,7243401090,1381,350,1731,1044,60.31
2016,G,ADAMS,7243401091,1278,243,1521,925,60.82
2016,G,ADAMS,7243401092,1407,151,1558,1155,74.13
2016,G,ADAMS,7243401095,1313,119,1432,1061,74.09
2016,G,ADAMS,7243401096,1133,76,1209,929,76.84
2016,G,ADAMS,7243401098,1103,87,1190,908,76.3
2016,G,ADAMS,7243401099,789,89,878,645,73.46
2016,G,ADAMS,7243401100,1358,199,1557,1090,70.01
2016,G,ADAMS,7243401101,1204,168,1372,981,71.5
2016,G,ADAMS,7243401102,1176,93,1269,962,75.81
2016,G,ADAMS,7243401103,556,215,771,429,55.64
2016,G,ADAMS,7243401104,1066,103,1169,886,75.79
2016,G,ADAMS,7243501031,1350,133,1483,1096,73.9
2016,G,ADAMS,7243501032,1101,97,1198,889,74.21
2016,G,ADAMS,7243501033,1524,220,1744,1279,73.34
2016,G,ADAMS,7243501034,1216,116,1332,971,72.9
2016,G,ADAMS,7243501043,1000,56,1056,920,87.12
2016,G,ADAMS,7243501044,1004,172,1176,854,72.62
2016,G,ADAMS,7243501045,758,42,800,673,84.13
2016,G,ADAMS,7243501046,771,36,807,714,88.48
2016,G,ADAMS,7243501047,1141,75,1216,1021,83.96
2016,G,ADAMS,7243501048,856,59,915,790,86.34
2016,G,ADAMS,7243501049,1136,122,1258,985,78.3
2016,G,ADAMS,7243501050,988,135,1123,852,75.87
2016,G,ADAMS,7243501054,850,80,930,761,81.83
2016,G,ADAMS,7243501055,827,114,941,734,78
2016,G,ADAMS,7243501056,1178,97,1275,1044,81.88
2016,G,ADAMS,7243501057,955,75,1030,826,80.19
2016,G,ADAMS,7243501058,1079,170,1249,962,77.02
2016,G,ADAMS,7243501059,1073,75,1148,965,84.06
2016,G,ADAMS,7243501060,1065,193,1258,909,72.26
2016,G,ADAMS,7243501061,1408,246,1654,1186,71.7
2016,G,ADAMS,7243501062,938,91,1029,853,82.9
2016,G,ADAMS,7243501063,915,53,968,830,85.74
2016,G,ADAMS,7243501064,1439,385,1824,1159,63.54
2016,G,ADAMS,7243501065,1018,79,1097,911,83.04
2016,G,ADAMS,7243501066,336,70,406,242,59.61
2016,G,ADAMS,7243501067,627,77,704,527,74.86
2016,G,ADAMS,7243501068,1285,135,1420,1088,76.62
2016,G,ADAMS,7243501069,1221,106,1327,1068,80.48
2016,G,ADAMS,7243501070,958,58,1016,859,84.55
2016,G,ADAMS,7253001131,790,94,884,570,64.48
2016,G,ADAMS,7253001132,1121,132,1253,845,67.44
2016,G,ADAMS,7253001138,827,85,912,693,75.99
2016,G,ADAMS,7253001139,216,14,230,199,86.52
2016,G,ADAMS,7253001142,906,49,955,789,82.62
2016,G,ADAMS,7253001143,771,73,844,640,75.83
2016,G,ADAMS,7253001144,1431,113,1544,1211,78.43
2016,G,ADAMS,7253001148,941,112,1053,795,75.5
2016,G,ADAMS,7253101106,1665,335,2000,1342,67.1
2016,G,ADAMS,7253101107,1264,103,1367,1029,75.27
2016,G,ADAMS,7253101108,1427,167,1594,1105,69.32
2016,G,ADAMS,7253101109,1253,109,1362,1000,73.42
2016,G,ADAMS,7253101110,950,83,1033,725,70.18
2016,G,ADAMS,7253101111,1214,122,1336,969,72.53
2016,G,ADAMS,7253101112,2035,582,2617,1464,55.94
2016,G,ADAMS,7253101113,1252,107,1359,1010,74.32
2016,G,ADAMS,7253101114,1038,154,1192,830,69.63
2016,G,ADAMS,7253101115,1130,121,1251,875,69.94
2016,G,ADAMS,7253101116,680,122,802,501,62.47
2016,G,ADAMS,7253101133,1335,136,1471,1076,73.15
2016,G,ADAMS,7253401028,944,182,1126,741,65.81
2016,G,ADAMS,7253401029,1392,313,1705,1021,59.88
2016,G,ALAMOSA,3356202001,766,167,933,644,69.02
2016,G,ALAMOSA,3356202002,937,274,1211,753,62.18
2016,G,ALAMOSA,3356202003,1500,238,1738,1295,74.51
2016,G,ALAMOSA,3356202004,1613,172,1785,1394,78.1
2016,G,ALAMOSA,3356202005,671,93,764,592,77.49
2016,G,ALAMOSA,3356202006,870,185,1055,684,64.83
2016,G,ALAMOSA,3356202007,1438,298,1736,1123,64.69
2016,G,ALAMOSA,3356202008,755,62,817,674,82.5
2016,G,ARAPAHOE,1260303101,1259,204,1463,970,66.3
2016,G,ARAPAHOE,1260303102,1175,244,1419,908,63.99
2016,G,ARAPAHOE,1260303103,692,117,809,522,64.52
2016,G,ARAPAHOE,1260303104,651,75,726,481,66.25
2016,G,ARAPAHOE,1260303105,1180,154,1334,971,72.79
2016,G,ARAPAHOE,1260303106,548,149,697,428,61.41
2016,G,ARAPAHOE,1260303107,829,139,968,715,73.86
2016,G,ARAPAHOE,1260303108,704,55,759,640,84.32
2016,G,ARAPAHOE,1260303109,668,56,724,599,82.73
2016,G,ARAPAHOE,1260303110,498,20,518,460,88.8
2016,G,ARAPAHOE,1260303111,1306,264,1570,1069,68.09
2016,G,ARAPAHOE,1260303112,887,115,1002,791,78.94
2016,G,ARAPAHOE,1260303113,656,25,681,593,87.08
2016,G,ARAPAHOE,1260303114,883,344,1227,689,56.15
2016,G,ARAPAHOE,1260303115,1054,174,1228,881,71.74
2016,G,ARAPAHOE,1260303116,1275,147,1422,1052,73.98
2016,G,ARAPAHOE,1260303117,1041,204,1245,812,65.22
2016,G,ARAPAHOE,1260303118,818,121,939,700,74.55
2016,G,ARAPAHOE,1260303119,820,81,901,679,75.36
2016,G,ARAPAHOE,1260303120,572,46,618,482,77.99
2016,G,ARAPAHOE,1260303121,581,66,647,523,80.83
2016,G,ARAPAHOE,1260303122,767,69,836,599,71.65
2016,G,ARAPAHOE,1260303123,916,119,1035,773,74.69
2016,G,ARAPAHOE,1260303124,1121,176,1297,902,69.55
2016,G,ARAPAHOE,1260303125,622,247,869,474,54.55
2016,G,ARAPAHOE,1260303129,633,56,689,557,80.84
2016,G,ARAPAHOE,1260303130,1001,101,1102,856,77.68
2016,G,ARAPAHOE,1260303131,1036,73,1109,925,83.41
2016,G,ARAPAHOE,1260303132,1049,60,1109,961,86.65
2016,G,ARAPAHOE,1260303133,1032,72,1104,926,83.88
2016,G,ARAPAHOE,1260303134,569,30,599,514,85.81
2016,G,ARAPAHOE,1260303135,382,23,405,346,85.43
2016,G,ARAPAHOE,1260303136,848,31,879,789,89.76
2016,G,ARAPAHOE,1260303140,469,50,519,398,76.69
2016,G,ARAPAHOE,1263803141,475,10,485,440,90.72
2016,G,ARAPAHOE,1310903137,896,51,947,806,85.11
2016,G,ARAPAHOE,1310903138,425,19,444,386,86.94
2016,G,ARAPAHOE,1310903139,708,57,765,628,82.09
2016,G,ARAPAHOE,1310903230,0,0,0,0,0
2016,G,ARAPAHOE,1310903402,0,0,0,0,0
2016,G,ARAPAHOE,1310903475,32,0,32,28,87.5
2016,G,ARAPAHOE,1310903501,1229,348,1577,1018,64.55
2016,G,ARAPAHOE,1310903502,1300,471,1771,1007,56.86
2016,G,ARAPAHOE,4283603348,0,0,0,0,0
2016,G,ARAPAHOE,4283603350,3,0,3,0,0
2016,G,ARAPAHOE,4293603358,29,16,45,24,53.33
2016,G,ARAPAHOE,4293603361,1,1,2,0,0
2016,G,ARAPAHOE,4295603357,2,0,2,0,0
2016,G,ARAPAHOE,4295603359,0,0,0,0,0
2016,G,ARAPAHOE,4295603362,1102,77,1179,974,82.61
2016,G,ARAPAHOE,4295603363,1089,96,1185,959,80.93
2016,G,ARAPAHOE,4295603364,1307,153,1460,1126,77.12
2016,G,ARAPAHOE,4295603365,595,67,662,504,76.13
2016,G,ARAPAHOE,4295603366,855,77,932,763,81.87
2016,G,ARAPAHOE,6260303126,734,235,969,540,55.73
2016,G,ARAPAHOE,6260303127,112,35,147,84,57.14
2016,G,ARAPAHOE,6260303128,443,32,475,381,80.21
2016,G,ARAPAHOE,6260303143,766,143,909,631,69.42
2016,G,ARAPAHOE,6260303153,1342,303,1645,1138,69.18
2016,G,ARAPAHOE,6260303161,742,82,824,641,77.79
2016,G,ARAPAHOE,6260303162,849,224,1073,696,64.86
2016,G,ARAPAHOE,6260303201,389,18,407,344,84.52
2016,G,ARAPAHOE,6260303202,360,16,376,319,84.84
2016,G,ARAPAHOE,6260303203,790,43,833,717,86.07
2016,G,ARAPAHOE,6260303204,1616,92,1708,1469,86.01
2016,G,ARAPAHOE,6260303229,1186,72,1258,1066,84.74
2016,G,ARAPAHOE,6260303231,2109,594,2703,1738,64.3
2016,G,ARAPAHOE,6260303232,1515,66,1581,1388,87.79
2016,G,ARAPAHOE,6260303234,376,151,527,311,59.01
2016,G,ARAPAHOE,6260303249,825,76,901,778,86.35
2016,G,ARAPAHOE,6260303253,1573,127,1700,1409,82.88
2016,G,ARAPAHOE,6260303254,422,25,447,385,86.13
2016,G,ARAPAHOE,6260303256,0,0,0,0,0
2016,G,ARAPAHOE,6263803142,925,60,985,834,84.67
2016,G,ARAPAHOE,6263803144,791,53,844,705,83.53
2016,G,ARAPAHOE,6263803145,684,87,771,584,75.75
2016,G,ARAPAHOE,6263803146,819,31,850,742,87.29
2016,G,ARAPAHOE,6263803147,888,66,954,822,86.16
2016,G,ARAPAHOE,6263803148,588,26,614,542,88.27
2016,G,ARAPAHOE,6263803149,1179,55,1234,1092,88.49
2016,G,ARAPAHOE,6263803150,1250,190,1440,1087,75.49
2016,G,ARAPAHOE,6263803151,851,248,1099,717,65.24
2016,G,ARAPAHOE,6263803152,834,87,921,770,83.6
2016,G,ARAPAHOE,6263803154,1066,145,1211,914,75.47
2016,G,ARAPAHOE,6263803155,1232,50,1282,1113,86.82
2016,G,ARAPAHOE,6263803156,484,13,497,450,90.54
2016,G,ARAPAHOE,6263803157,652,23,675,614,90.96
