Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
2016,G,WELD,4134862215,1212,74,1286,1088,84.6
2016,G,WELD,4134862217,1660,180,1840,1388,75.43
2016,G,WELD,4134862221,1872,318,2190,1525,69.63
2016,G,WELD,4134862222,1390,108,1498,1261,84.18
2016,G,WELD,4134862223,1287,105,1392,1167,83.84
2016,G,WELD,4134862224,756,59,815,653,80.12
2016,G,WELD,4134862225,1178,98,1276,1028,80.56
2016,G,WELD,4134862226,1735,205,1940,1448,74.64
2016,G,WELD,4134862228,1561,177,1738,1288,74.11
2016,G,WELD,4134862235,1705,99,1804,1519,84.2
2016,G,WELD,4134862238,1273,168,1441,1088,75.5
2016,G,WELD,4134862241,831,84,915,704,76.94
2016,G,WELD,4134862243,1234,105,1339,1067,79.69
2016,G,WELD,4134862246,1513,160,1673,1251,74.78
2016,G,WELD,4134862309,1904,163,2067,1578,76.34
2016,G,WELD,4134862326,1152,118,1270,944,74.33
2016,G,WELD,4134862331,1337,108,1445,1140,78.89
2016,G,WELD,4134862333,749,87,836,587,70.22
2016,G,WELD,4134862338,111,4,115,96,83.48
2016,G,WELD,4134962145,16,2,18,16,88.89
2016,G,WELD,4135062105,1407,253,1660,966,58.19
2016,G,WELD,4135062106,1400,174,1574,972,61.75
2016,G,WELD,4135062107,1368,331,1699,924,54.38
2016,G,WELD,4135062108,1496,261,1757,1129,64.26
2016,G,WELD,4135062109,1588,304,1892,1242,65.64
2016,G,WELD,4135062110,1590,444,2034,1121,55.11
2016,G,WELD,4135062111,1450,222,1672,1120,66.99
2016,G,WELD,4135062112,1282,354,1636,982,60.02
2016,G,WELD,4135062113,1327,467,1794,1044,58.19
2016,G,WELD,4135062114,1046,111,1157,923,79.78
2016,G,WELD,4135062132,1071,83,1154,919,79.64
2016,G,WELD,4135062137,1256,355,1611,910,56.49
2016,G,WELD,4135062141,1059,154,1213,749,61.75
2016,G,WELD,4135062211,1375,159,1534,1071,69.82
2016,G,WELD,4135062220,1829,250,2079,1487,71.52
2016,G,WELD,4135062236,1622,132,1754,1316,75.03
2016,G,WELD,4135062249,1022,144,1166,855,73.33
2016,G,WELD,4135062317,1641,491,2132,1387,65.06
2016,G,WELD,4135062318,945,134,1079,787,72.94
2016,G,WELD,4135062319,1281,284,1565,975,62.3
2016,G,WELD,4135062321,1431,355,1786,976,54.65
2016,G,WELD,4135062322,1542,216,1758,1155,65.7
2016,G,WELD,4135062323,1508,148,1656,1147,69.26
2016,G,WELD,4135062324,1343,206,1549,1046,67.53
2016,G,WELD,4135062325,1296,269,1565,920,58.79
2016,G,WELD,4135062329,1369,213,1582,1077,68.08
2016,G,WELD,4135062330,1963,219,2182,1588,72.78
2016,G,WELD,4136362202,434,26,460,372,80.87
2016,G,WELD,4136362300,1293,98,1391,1035,74.41
2016,G,WELD,4136362301,1414,139,1553,1108,71.35
2016,G,WELD,4136362302,1434,181,1615,1136,70.34
2016,G,WELD,4136362303,906,71,977,759,77.69
2016,G,WELD,4136362304,1358,108,1466,1157,78.92
2016,G,WELD,4136362313,626,38,664,536,80.72
2016,G,WELD,4234862117,1046,67,1113,965,86.7
2016,G,WELD,4234862131,877,54,931,789,84.75
2016,G,WELD,4234862138,1838,154,1992,1640,82.33
2016,G,WELD,4234862227,1096,96,1192,961,80.62
2016,G,WELD,4234862230,1677,129,1806,1489,82.45
2016,G,WELD,4234862232,1835,176,2011,1559,77.52
2016,G,WELD,4234862244,1503,147,1650,1310,79.39
2016,G,WELD,4234862245,1606,155,1761,1408,79.95
2016,G,WELD,4234962115,1703,172,1875,1536,81.92
2016,G,WELD,4234962116,1036,126,1162,889,76.51
2016,G,WELD,4234962121,493,45,538,452,84.01
2016,G,WELD,4234962122,1579,166,1745,1339,76.73
2016,G,WELD,4234962123,1462,144,1606,1233,76.77
2016,G,WELD,4234962129,136,7,143,125,87.41
2016,G,WELD,4234962130,1355,65,1420,1259,88.66
2016,G,WELD,4234962133,1138,70,1208,1016,84.11
2016,G,WELD,4234962139,1474,111,1585,1312,82.78
2016,G,WELD,4234962140,1425,132,1557,1270,81.57
2016,G,WELD,4234962143,865,36,901,783,86.9
2016,G,WELD,4234962229,1073,69,1142,969,84.85
2016,G,WELD,4234962231,347,19,366,323,88.25
2016,G,WELD,4236362200,1413,99,1512,1259,83.27
2016,G,WELD,4236362203,826,102,928,715,77.05
2016,G,WELD,4236362204,1818,128,1946,1616,83.04
2016,G,WELD,4236362205,1973,202,2175,1610,74.02
2016,G,WELD,4236362206,947,96,1043,808,77.47
2016,G,WELD,4236362207,1536,148,1684,1345,79.87
2016,G,WELD,4236362208,937,57,994,845,85.01
2016,G,WELD,4236362209,1390,169,1559,1151,73.83
2016,G,WELD,4236362210,939,85,1024,836,81.64
2016,G,WELD,4236362218,1297,115,1412,1123,79.53
2016,G,WELD,4236362219,960,71,1031,860,83.41
2016,G,WELD,4236362233,1225,156,1381,1015,73.5
2016,G,WELD,4236362237,1099,66,1165,981,84.21
2016,G,WELD,4236362239,1725,181,1906,1503,78.86
2016,G,WELD,4236362240,1489,109,1598,1334,83.48
2016,G,WELD,4236362242,1481,164,1645,1242,75.5
2016,G,WELD,4236362305,861,55,916,779,85.04
2016,G,WELD,4236362306,1220,129,1349,1031,76.43
2016,G,WELD,4236362307,2521,184,2705,2298,84.95
2016,G,WELD,4236362315,2,2,4,0,0
2016,G,WELD,4236362328,304,14,318,274,86.16
2016,G,WELD,4236362332,1823,216,2039,1637,80.28
2016,G,WELD,4236362334,1624,192,1816,1436,79.07
2016,G,WELD,4236362335,1223,83,1306,1119,85.68
2016,G,WELD,4236362336,755,72,827,689,83.31
2016,G,WELD,4236362337,1262,151,1413,1052,74.45
2016,G,WELD,4236362339,1067,88,1155,969,83.9
2016,G,WELD,4236362340,1495,153,1648,1186,71.97
2016,G,YUMA,4016563001,437,56,493,378,76.67
2016,G,YUMA,4016563002,472,74,546,402,73.63
2016,G,YUMA,4016563003,220,38,258,188,72.87
2016,G,YUMA,4016563004,710,93,803,630,78.46
2016,G,YUMA,4016563005,184,15,199,161,80.9
2016,G,YUMA,4016563006,560,57,617,503,81.52
2016,G,YUMA,4016563007,136,6,142,124,87.32
2016,G,YUMA,4016563008,187,11,198,174,87.88
2016,G,YUMA,4016563009,334,20,354,296,83.62
2016,G,YUMA,4016563010,338,21,359,305,84.96
2016,G,YUMA,4016563011,462,50,512,394,76.95
2016,G,YUMA,4016563012,523,59,582,458,78.69
2016,G,YUMA,4016563013,537,68,605,453,74.88
2016,G,YUMA,4016563014,502,45,547,423,77.33
